MeterReadingID,Chave_Data,SiteID,DeviceID,Energia_kWh,Agua_m3,ReadingType
MW-025317,20230119,S-005,D-0007,357.59,24.76,aggregate
MW-025318,20241214,S-003,D-0038,596.94,10.82,aggregate
MW-025319,20240919,S-001,D-0020,318.72,21.48,aggregate
MW-025320,20240316,S-004,D-0012,651.57,28.23,aggregate
MW-025321,20241227,S-001,D-0031,196.78,14.18,aggregate
MW-025322,20230304,S-005,D-0045,530.02,22.89,aggregate
MW-025323,20230802,S-004,D-0001,329.17,4.83,aggregate
MW-025324,20230801,S-001,D-0032,607.7,4.92,aggregate
MW-025325,20240131,S-003,D-0017,744.16,8.9,aggregate
MW-025326,20231225,S-001,D-0042,1175.08,14.15,aggregate
MW-025327,20240616,S-003,D-0050,504.41,4.2,aggregate
MW-025328,20240521,S-003,D-0035,442.57,25.26,aggregate
MW-025329,20240513,S-002,D-0034,400.73,21.49,aggregate
MW-025330,20231018,S-003,D-0021,571.59,9.25,aggregate
MW-025331,20230624,S-002,D-0043,202.16,18.8,instant
MW-025332,20230508,S-002,D-0024,326.7,37.69,aggregate
MW-025333,20240719,S-004,D-0031,284.49,11.94,aggregate
MW-025334,20230913,S-004,D-0005,232.16,19.07,aggregate
MW-025335,20241129,S-005,D-0013,566.13,47.26,aggregate
MW-025336,20241222,S-001,D-0001,551.99,9.3,aggregate
MW-025337,20240614,S-004,D-0036,828.89,19.47,aggregate
MW-025338,20230506,S-003,D-0026,355.62,10.24,aggregate
MW-025339,20240526,S-005,D-0044,561.99,24.99,aggregate
MW-025340,20240113,S-004,D-0018,504.52,35.87,aggregate
MW-025341,20240605,S-001,D-0033,350.45,5.03,aggregate
MW-025342,20241214,S-004,D-0017,304.42,4.86,aggregate
MW-025343,20240308,S-005,D-0049,405.69,12.9,aggregate
MW-025344,20230207,S-002,D-0025,244.73,8.32,aggregate
MW-025345,20230513,S-001,D-0046,417.64,8.8,aggregate
MW-025346,20241004,S-001,D-0042,184.35,12.6,aggregate
MW-025347,20240320,S-002,D-0005,546.79,35.51,aggregate
MW-025348,20240531,S-005,D-0029,845.36,8.59,aggregate
MW-025349,20230409,S-005,D-0047,792.28,29.92,instant
MW-025350,20231112,S-004,D-0024,949.73,18.48,aggregate
MW-025351,20230528,S-003,D-0034,330.31,3.89,aggregate
MW-025352,20230403,S-001,D-0005,377.61,15.89,aggregate
MW-025353,20230114,S-001,D-0041,379.35,25.09,instant
MW-025354,20230325,S-001,D-0022,483.29,6.98,aggregate
MW-025355,20240504,S-004,D-0017,571.66,6.64,aggregate
MW-025356,20241113,S-003,D-0033,294.09,22.9,aggregate
MW-025357,20230827,S-001,D-0006,511.78,11.81,aggregate
MW-025358,20240124,S-003,D-0009,754.8,40.38,aggregate
MW-025359,20231128,S-002,D-0003,316.76,16.58,aggregate
MW-025360,20230222,S-002,D-0023,1117.98,12.33,aggregate
MW-025361,20231015,S-004,D-0014,226.36,14.0,aggregate
MW-025362,20240819,S-004,D-0020,564.91,17.37,aggregate
MW-025363,20241218,S-001,D-0033,243.82,13.55,aggregate
MW-025364,20240819,S-005,D-0003,491.0,6.16,aggregate
MW-025365,20230617,S-004,D-0015,646.17,21.71,aggregate
MW-025366,20231121,S-005,D-0016,662.99,16.71,aggregate
MW-025367,20240611,S-003,D-0033,418.2,2.02,aggregate
MW-025368,20241229,S-004,D-0046,282.75,5.69,aggregate
MW-025369,20240722,S-004,D-0048,617.73,26.28,aggregate
MW-025370,20241001,S-004,D-0028,999.56,12.2,aggregate
MW-025371,20230801,S-004,D-0001,582.68,27.48,aggregate
MW-025372,20241016,S-003,D-0030,581.44,5.22,aggregate
MW-025373,20230326,S-003,D-0031,476.87,15.9,aggregate
MW-025374,20241209,S-004,D-0033,676.8,35.96,aggregate
MW-025375,20230821,S-001,D-0007,378.45,23.99,aggregate
MW-025376,20230522,S-003,D-0043,458.51,31.65,instant
MW-025377,20240629,S-002,D-0018,285.04,7.6,aggregate
MW-025378,20240627,S-003,D-0020,518.05,5.21,aggregate
MW-025379,20231206,S-004,D-0013,707.86,20.29,aggregate
MW-025380,20230105,S-005,D-0021,198.65,3.3,aggregate
MW-025381,20230510,S-002,D-0025,641.8,27.06,aggregate
MW-025382,20230815,S-001,D-0031,965.6,21.99,aggregate
MW-025383,20230611,S-001,D-0028,550.6,1.85,instant
MW-025384,20230812,S-001,D-0041,901.67,5.74,aggregate
MW-025385,20230927,S-001,D-0044,458.03,12.52,aggregate
MW-025386,20240924,S-004,D-0039,827.93,11.63,aggregate
MW-025387,20230517,S-005,D-0037,624.8,54.49,aggregate
MW-025388,20240529,S-003,D-0009,325.89,5.07,aggregate
MW-025389,20230820,S-001,D-0040,309.35,20.73,instant
MW-025390,20241212,S-005,D-0029,1213.07,10.25,aggregate
MW-025391,20240809,S-002,D-0039,932.01,7.65,aggregate
MW-025392,20230629,S-003,D-0045,831.51,30.64,aggregate
MW-025393,20241124,S-002,D-0015,715.78,6.53,aggregate
MW-025394,20241202,S-001,D-0020,847.38,6.17,aggregate
MW-025395,20230602,S-004,D-0005,856.87,20.99,instant
MW-025396,20230116,S-005,D-0046,240.33,7.57,aggregate
MW-025397,20240106,S-003,D-0049,459.86,42.53,aggregate
MW-025398,20230703,S-003,D-0002,463.47,4.02,aggregate
MW-025399,20240126,S-005,D-0015,765.79,10.53,aggregate
MW-025400,20240127,S-003,D-0010,723.92,25.4,aggregate
MW-025401,20240612,S-003,D-0003,618.16,29.92,aggregate
MW-025402,20230330,S-001,D-0030,323.64,28.74,instant
MW-025403,20231216,S-003,D-0014,369.1,13.4,aggregate
MW-025404,20230222,S-001,D-0047,451.79,11.02,aggregate
MW-025405,20240315,S-002,D-0041,319.16,7.0,instant
MW-025406,20230926,S-005,D-0019,155.75,22.71,aggregate
MW-025407,20230608,S-002,D-0018,790.62,25.83,aggregate
MW-025408,20230714,S-004,D-0030,635.67,24.84,aggregate
MW-025409,20230507,S-003,D-0007,246.5,32.23,aggregate
MW-025410,20241002,S-001,D-0040,258.76,15.99,aggregate
MW-025411,20240731,S-004,D-0036,421.31,26.52,instant
MW-025412,20230825,S-003,D-0050,549.31,5.66,aggregate
MW-025413,20230327,S-005,D-0020,675.57,13.06,instant
MW-025414,20230308,S-003,D-0038,362.74,2.02,aggregate
MW-025415,20231117,S-002,D-0010,522.49,4.12,aggregate
MW-025416,20230710,S-002,D-0004,537.26,43.56,aggregate
MW-025417,20240831,S-002,D-0017,346.54,12.0,aggregate
MW-025418,20240210,S-003,D-0031,404.76,21.13,aggregate
MW-025419,20230512,S-005,D-0031,333.11,2.9,aggregate
MW-025420,20240421,S-002,D-0004,178.76,20.76,aggregate
MW-025421,20241215,S-003,D-0030,135.93,6.98,instant
MW-025422,20241102,S-003,D-0011,846.81,12.84,instant
MW-025423,20240424,S-001,D-0042,731.41,3.89,aggregate
MW-025424,20240119,S-005,D-0014,853.16,12.69,instant
MW-025425,20240707,S-005,D-0004,549.55,17.5,aggregate
MW-025426,20231221,S-003,D-0006,576.17,8.25,instant
MW-025427,20240613,S-005,D-0049,304.67,51.5,aggregate
MW-025428,20240815,S-002,D-0031,455.69,14.43,aggregate
MW-025429,20230812,S-001,D-0041,402.8,23.82,aggregate
MW-025430,20241024,S-003,D-0048,248.2,7.09,aggregate
MW-025431,20231212,S-002,D-0041,443.3,26.72,instant
MW-025432,20240103,S-002,D-0033,332.14,8.51,aggregate
MW-025433,20240218,S-004,D-0008,804.36,10.65,aggregate
MW-025434,20240118,S-003,D-0015,893.63,8.72,aggregate
MW-025435,20230917,S-004,D-0012,341.03,2.29,instant
MW-025436,20241120,S-005,D-0048,298.1,33.93,aggregate
MW-025437,20231004,S-003,D-0038,1402.26,19.35,instant
MW-025438,20230622,S-004,D-0044,153.04,0.96,aggregate
MW-025439,20231230,S-002,D-0001,269.47,7.4,aggregate
MW-025440,20240628,S-005,D-0011,578.53,13.33,aggregate
MW-025441,20231109,S-001,D-0046,538.39,31.5,aggregate
MW-025442,20231123,S-004,D-0016,328.66,7.66,aggregate
MW-025443,20241024,S-002,D-0002,191.66,14.72,aggregate
MW-025444,20230711,S-001,D-0048,566.96,8.7,aggregate
MW-025445,20230206,S-001,D-0047,652.44,37.33,instant
MW-025446,20240214,S-003,D-0020,445.43,19.55,aggregate
MW-025447,20230911,S-002,D-0031,477.5,15.63,aggregate
MW-025448,20230705,S-001,D-0030,342.59,84.73,instant
MW-025449,20240812,S-002,D-0022,436.7,19.9,aggregate
MW-025450,20240924,S-004,D-0045,323.46,2.9,aggregate
MW-025451,20240404,S-005,D-0022,860.1,15.61,aggregate
MW-025452,20241127,S-004,D-0041,313.44,18.34,instant
MW-025453,20230102,S-001,D-0015,646.73,27.58,aggregate
MW-025454,20240521,S-003,D-0033,264.31,4.87,aggregate
MW-025455,20241120,S-004,D-0029,829.29,8.31,aggregate
MW-025456,20241123,S-004,D-0046,791.19,6.56,aggregate
MW-025457,20240420,S-004,D-0037,250.75,19.32,aggregate
MW-025458,20230202,S-005,D-0020,584.19,28.44,aggregate
MW-025459,20230309,S-005,D-0027,417.91,47.06,aggregate
MW-025460,20230517,S-001,D-0001,784.9,47.82,aggregate
MW-025461,20230802,S-005,D-0044,429.34,16.95,aggregate
MW-025462,20230722,S-002,D-0040,335.03,60.29,aggregate
MW-025463,20241005,S-005,D-0026,588.28,12.2,aggregate
MW-025464,20230706,S-002,D-0011,688.34,17.02,instant
MW-025465,20231221,S-005,D-0049,303.84,13.56,aggregate
MW-025466,20240715,S-005,D-0034,736.8,13.51,aggregate
MW-025467,20230301,S-002,D-0007,295.99,2.6,aggregate
MW-025468,20230310,S-002,D-0038,398.53,24.33,aggregate
MW-025469,20230130,S-005,D-0022,715.28,25.16,instant
MW-025470,20230213,S-001,D-0012,364.79,10.38,aggregate
MW-025471,20241010,S-005,D-0010,335.75,4.78,aggregate
MW-025472,20241112,S-003,D-0030,490.23,30.46,aggregate
MW-025473,20241109,S-004,D-0032,315.56,27.21,aggregate
MW-025474,20240409,S-004,D-0004,211.07,21.35,instant
MW-025475,20230908,S-002,D-0019,408.41,15.07,instant
MW-025476,20230105,S-003,D-0017,602.81,31.02,instant
MW-025477,20230604,S-004,D-0038,576.44,8.94,aggregate
MW-025478,20240131,S-004,D-0025,497.96,24.74,aggregate
MW-025479,20240609,S-003,D-0048,338.48,22.35,aggregate
MW-025480,20230206,S-003,D-0032,372.08,31.03,aggregate
MW-025481,20231217,S-005,D-0042,246.81,80.13,aggregate
MW-025482,20230623,S-004,D-0008,754.45,40.82,aggregate
MW-025483,20230809,S-002,D-0040,367.86,3.48,aggregate
MW-025484,20230725,S-001,D-0008,231.23,8.66,aggregate
MW-025485,20230519,S-001,D-0036,589.49,11.05,instant
MW-025486,20240220,S-003,D-0013,420.91,9.94,aggregate
MW-025487,20240628,S-002,D-0014,612.7,12.65,aggregate
MW-025488,20240715,S-005,D-0025,284.74,14.7,aggregate
MW-025489,20230611,S-002,D-0004,332.68,13.53,aggregate
MW-025490,20241217,S-001,D-0030,680.31,16.43,aggregate
MW-025491,20240708,S-001,D-0018,220.2,18.51,aggregate
MW-025492,20240829,S-002,D-0032,159.95,6.17,aggregate
MW-025493,20231026,S-005,D-0037,762.57,13.99,aggregate
MW-025494,20241004,S-002,D-0040,628.97,24.73,aggregate
MW-025495,20240820,S-004,D-0049,504.59,8.92,aggregate
MW-025496,20231125,S-002,D-0035,578.02,11.54,aggregate
MW-025497,20230207,S-001,D-0025,596.34,33.23,aggregate
MW-025498,20241213,S-004,D-0005,901.0,7.0,aggregate
MW-025499,20231031,S-005,D-0036,503.88,6.66,aggregate
MW-025500,20240923,S-003,D-0008,611.53,7.0,aggregate
MW-025501,20240730,S-001,D-0012,279.61,40.2,instant
MW-025502,20240122,S-004,D-0037,195.39,9.96,aggregate
MW-025503,20240130,S-004,D-0018,358.73,22.07,aggregate
MW-025504,20230304,S-003,D-0027,464.82,9.89,aggregate
MW-025505,20241220,S-003,D-0026,527.05,5.64,aggregate
MW-025506,20240702,S-003,D-0048,562.04,6.84,aggregate
MW-025507,20241108,S-001,D-0008,814.59,28.16,aggregate
MW-025508,20241129,S-002,D-0022,284.55,4.27,instant
MW-025509,20231231,S-003,D-0041,255.86,15.98,aggregate
MW-025510,20240725,S-004,D-0042,363.83,14.71,aggregate
MW-025511,20240522,S-002,D-0045,394.88,12.3,aggregate
MW-025512,20241015,S-001,D-0029,394.29,44.22,aggregate
MW-025513,20240927,S-004,D-0046,509.63,9.95,aggregate
MW-025514,20230504,S-005,D-0011,249.67,24.43,aggregate
MW-025515,20230607,S-003,D-0033,747.02,5.66,instant
MW-025516,20240228,S-002,D-0002,76.5,25.4,aggregate
MW-025517,20240403,S-004,D-0004,259.13,43.9,instant
MW-025518,20240524,S-002,D-0025,646.18,8.24,aggregate
MW-025519,20230910,S-004,D-0047,522.15,29.24,instant
MW-025520,20241028,S-002,D-0043,341.88,4.0,aggregate
MW-025521,20241101,S-003,D-0025,352.47,0.93,aggregate
MW-025522,20230401,S-001,D-0001,1130.05,11.19,aggregate
MW-025523,20231030,S-005,D-0030,192.38,24.93,aggregate
MW-025524,20240820,S-005,D-0029,518.19,31.83,aggregate
MW-025525,20241028,S-003,D-0037,634.28,31.0,aggregate
MW-025526,20240703,S-004,D-0035,475.05,12.87,aggregate
MW-025527,20240923,S-004,D-0016,338.04,39.85,aggregate
MW-025528,20231017,S-005,D-0006,941.95,27.21,aggregate
MW-025529,20241123,S-002,D-0039,275.69,2.94,aggregate
MW-025530,20230423,S-002,D-0006,494.29,12.55,aggregate
MW-025531,20230526,S-005,D-0037,676.22,11.52,aggregate
MW-025532,20230601,S-001,D-0023,373.66,18.47,aggregate
MW-025533,20230715,S-004,D-0009,579.75,7.93,instant
MW-025534,20230701,S-003,D-0043,536.48,8.58,aggregate
MW-025535,20230812,S-001,D-0011,401.21,14.78,aggregate
MW-025536,20241212,S-001,D-0041,776.68,46.24,aggregate
MW-025537,20241019,S-004,D-0036,695.02,53.16,aggregate
MW-025538,20231113,S-004,D-0032,389.65,12.52,aggregate
MW-025539,20240924,S-002,D-0002,214.31,6.98,aggregate
MW-025540,20240104,S-003,D-0011,871.71,24.4,aggregate
MW-025541,20240504,S-004,D-0038,610.23,23.74,aggregate
MW-025542,20230214,S-002,D-0009,1007.97,11.55,aggregate
MW-025543,20240503,S-003,D-0033,301.97,32.81,aggregate
MW-025544,20230205,S-005,D-0015,516.64,26.87,aggregate
MW-025545,20231221,S-002,D-0001,302.57,17.9,aggregate
MW-025546,20230413,S-004,D-0028,357.17,2.57,aggregate
MW-025547,20230708,S-002,D-0031,361.89,32.94,instant
MW-025548,20230322,S-005,D-0004,529.18,6.46,aggregate
MW-025549,20241012,S-003,D-0004,291.46,27.9,aggregate
MW-025550,20240208,S-002,D-0046,229.86,7.52,aggregate
MW-025551,20230723,S-002,D-0008,307.57,19.21,instant
MW-025552,20230425,S-002,D-0038,464.91,37.53,instant
MW-025553,20230517,S-004,D-0022,1163.81,13.23,aggregate
MW-025554,20230119,S-002,D-0038,283.82,4.51,aggregate
MW-025555,20230619,S-005,D-0014,358.18,2.72,aggregate
MW-025556,20230808,S-003,D-0024,260.89,15.48,instant
MW-025557,20241124,S-002,D-0039,667.22,15.21,instant
MW-025558,20230606,S-001,D-0004,758.08,14.97,aggregate
MW-025559,20230228,S-002,D-0032,593.19,11.22,instant
MW-025560,20230608,S-005,D-0003,695.37,16.55,instant
MW-025561,20241013,S-004,D-0034,608.87,28.67,aggregate
MW-025562,20240712,S-001,D-0046,354.37,8.86,aggregate
MW-025563,20231122,S-005,D-0028,221.82,38.89,aggregate
MW-025564,20230824,S-004,D-0030,926.48,16.08,aggregate
MW-025565,20240225,S-004,D-0003,590.27,4.16,aggregate
MW-025566,20230828,S-002,D-0007,405.76,18.86,aggregate
MW-025567,20230104,S-001,D-0040,294.63,25.26,aggregate
MW-025568,20240615,S-005,D-0007,581.76,27.66,aggregate
MW-025569,20240911,S-003,D-0040,328.18,3.65,aggregate
MW-025570,20231022,S-003,D-0027,375.46,39.59,aggregate
MW-025571,20230525,S-001,D-0001,497.05,3.83,aggregate
MW-025572,20230825,S-003,D-0026,622.91,58.73,aggregate
MW-025573,20230720,S-001,D-0008,559.55,11.28,aggregate
MW-025574,20230617,S-004,D-0029,709.62,6.95,aggregate
MW-025575,20231012,S-004,D-0007,360.87,13.65,aggregate
MW-025576,20231208,S-002,D-0014,354.75,21.58,aggregate
MW-025577,20230504,S-001,D-0005,456.44,9.95,aggregate
MW-025578,20240618,S-003,D-0020,416.45,6.36,instant
MW-025579,20230213,S-002,D-0038,335.13,8.13,aggregate
MW-025580,20240623,S-002,D-0050,593.63,13.28,aggregate
MW-025581,20240930,S-003,D-0016,317.0,16.02,aggregate
MW-025582,20230317,S-004,D-0022,260.11,6.89,aggregate
MW-025583,20241121,S-003,D-0021,763.81,6.4,aggregate
MW-025584,20240909,S-003,D-0049,320.34,28.46,aggregate
MW-025585,20230304,S-003,D-0046,504.72,5.78,aggregate
MW-025586,20241205,S-002,D-0021,685.77,8.62,aggregate
MW-025587,20240415,S-004,D-0036,602.68,34.66,aggregate
MW-025588,20230601,S-004,D-0010,431.81,3.92,aggregate
MW-025589,20230918,S-003,D-0029,311.65,7.03,aggregate
MW-025590,20241027,S-005,D-0035,608.3,7.9,instant
MW-025591,20230505,S-001,D-0007,705.94,27.98,aggregate
MW-025592,20240413,S-005,D-0025,553.18,40.21,aggregate
MW-025593,20231123,S-004,D-0026,365.34,28.7,aggregate
MW-025594,20240116,S-005,D-0047,655.73,10.88,aggregate
MW-025595,20240524,S-002,D-0007,411.73,20.5,aggregate
MW-025596,20230208,S-003,D-0007,673.71,43.92,aggregate
MW-025597,20230109,S-003,D-0036,283.32,5.0,instant
MW-025598,20241027,S-003,D-0009,288.65,16.31,aggregate
MW-025599,20230506,S-005,D-0008,215.31,12.21,aggregate
MW-025600,20240825,S-001,D-0038,672.8,6.93,aggregate
MW-025601,20240412,S-003,D-0043,388.03,4.69,aggregate
MW-025602,20230222,S-005,D-0012,545.63,5.24,aggregate
MW-025603,20230126,S-005,D-0013,605.6,15.58,aggregate
MW-025604,20240528,S-004,D-0042,715.51,20.03,instant
MW-025605,20230209,S-001,D-0001,436.3,15.03,aggregate
MW-025606,20230731,S-003,D-0049,722.03,14.71,aggregate
MW-025607,20231124,S-004,D-0025,259.24,6.61,aggregate
MW-025608,20230519,S-004,D-0032,338.34,8.88,aggregate
MW-025609,20240708,S-005,D-0026,667.92,13.57,aggregate
MW-025610,20230923,S-004,D-0003,698.72,3.65,instant
MW-025611,20231110,S-005,D-0009,383.74,19.91,aggregate
MW-025612,20230810,S-004,D-0011,337.57,48.33,aggregate
MW-025613,20240816,S-004,D-0045,427.48,20.02,aggregate
MW-025614,20230912,S-002,D-0010,959.1,19.5,aggregate
MW-025615,20230830,S-003,D-0023,270.29,4.57,aggregate
MW-025616,20240515,S-004,D-0016,355.43,2.79,aggregate
MW-025617,20230318,S-002,D-0037,542.52,20.37,aggregate
MW-025618,20230630,S-004,D-0009,767.72,61.92,aggregate
MW-025619,20240722,S-004,D-0049,535.39,21.38,aggregate
MW-025620,20231004,S-001,D-0001,276.07,10.0,aggregate
MW-025621,20230314,S-004,D-0003,288.56,19.05,aggregate
MW-025622,20230427,S-001,D-0026,561.14,21.78,instant
MW-025623,20240528,S-004,D-0038,504.49,51.52,instant
MW-025624,20240925,S-004,D-0017,563.58,12.66,aggregate
MW-025625,20230809,S-003,D-0008,224.48,32.31,aggregate
MW-025626,20231013,S-001,D-0004,322.26,80.0,aggregate
MW-025627,20230416,S-001,D-0028,692.31,18.83,aggregate
MW-025628,20230911,S-001,D-0037,1095.39,27.45,instant
MW-025629,20240201,S-004,D-0028,444.3,53.66,aggregate
MW-025630,20240428,S-004,D-0034,397.98,16.31,instant
MW-025631,20230316,S-005,D-0046,846.22,16.85,aggregate
MW-025632,20231128,S-001,D-0004,901.16,31.57,aggregate
MW-025633,20240613,S-003,D-0031,530.51,13.06,aggregate
MW-025634,20231210,S-002,D-0048,548.1,13.77,aggregate
MW-025635,20231022,S-003,D-0025,557.33,16.74,instant
MW-025636,20230730,S-001,D-0007,414.73,10.02,aggregate
MW-025637,20240719,S-004,D-0002,221.95,23.61,aggregate
MW-025638,20240521,S-001,D-0030,606.37,0.86,aggregate
MW-025639,20240410,S-002,D-0032,505.79,12.43,aggregate
MW-025640,20241023,S-003,D-0049,426.97,16.78,aggregate
MW-025641,20231110,S-002,D-0018,657.18,26.59,instant
MW-025642,20240326,S-003,D-0022,323.51,35.55,aggregate
MW-025643,20230331,S-005,D-0044,565.28,6.84,instant
MW-025644,20230421,S-003,D-0030,331.12,20.79,aggregate
MW-025645,20230103,S-004,D-0011,628.53,44.05,aggregate
MW-025646,20231020,S-002,D-0035,628.26,26.91,instant
MW-025647,20231110,S-005,D-0041,474.64,11.44,aggregate
MW-025648,20240222,S-004,D-0045,846.82,9.76,aggregate
MW-025649,20230528,S-002,D-0008,566.22,11.07,aggregate
MW-025650,20240712,S-001,D-0041,435.17,8.83,aggregate
MW-025651,20230202,S-004,D-0030,811.75,7.79,aggregate
MW-025652,20240416,S-001,D-0042,444.22,28.29,aggregate
MW-025653,20240326,S-001,D-0022,547.95,35.11,aggregate
MW-025654,20241019,S-004,D-0017,277.23,16.74,aggregate
MW-025655,20231222,S-001,D-0022,334.39,19.47,aggregate
MW-025656,20230301,S-003,D-0045,411.97,25.01,aggregate
MW-025657,20240624,S-002,D-0005,363.58,9.53,aggregate
MW-025658,20241124,S-004,D-0027,720.13,11.38,aggregate
MW-025659,20230405,S-003,D-0043,431.27,64.61,aggregate
MW-025660,20230706,S-002,D-0002,528.98,14.53,aggregate
MW-025661,20240203,S-002,D-0022,175.17,20.9,instant
MW-025662,20240716,S-003,D-0028,1511.47,11.38,instant
MW-025663,20230110,S-004,D-0012,280.71,51.24,aggregate
MW-025664,20230726,S-002,D-0045,244.83,11.02,aggregate
MW-025665,20240205,S-001,D-0044,775.16,19.45,aggregate
MW-025666,20241115,S-003,D-0044,520.04,28.52,aggregate
MW-025667,20230208,S-005,D-0038,384.67,6.41,aggregate
MW-025668,20241202,S-005,D-0020,323.06,26.7,aggregate
MW-025669,20240605,S-004,D-0018,505.19,13.56,instant
MW-025670,20240104,S-005,D-0005,332.56,4.19,aggregate
MW-025671,20230519,S-002,D-0008,580.28,28.88,aggregate
MW-025672,20240902,S-005,D-0035,329.05,13.37,aggregate
MW-025673,20230208,S-004,D-0047,1395.04,17.92,aggregate
MW-025674,20231007,S-004,D-0022,439.59,16.49,aggregate
MW-025675,20230617,S-002,D-0029,577.36,17.65,aggregate
MW-025676,20240228,S-004,D-0047,457.2,26.43,aggregate
MW-025677,20230916,S-002,D-0046,526.08,19.67,aggregate
MW-025678,20240801,S-002,D-0045,804.33,1.47,aggregate
MW-025679,20241104,S-004,D-0027,366.44,4.12,aggregate
MW-025680,20230708,S-004,D-0026,266.4,18.03,aggregate
MW-025681,20230821,S-001,D-0041,412.73,31.1,aggregate
MW-025682,20230511,S-002,D-0010,271.87,28.54,aggregate
MW-025683,20240602,S-003,D-0006,452.99,27.03,instant
MW-025684,20240504,S-004,D-0041,297.87,7.94,aggregate
MW-025685,20231001,S-003,D-0040,377.97,13.62,aggregate
MW-025686,20231020,S-001,D-0031,553.62,2.73,aggregate
MW-025687,20230814,S-004,D-0024,543.18,2.86,instant
MW-025688,20231031,S-005,D-0009,351.0,15.14,instant
MW-025689,20230710,S-002,D-0048,141.79,11.41,aggregate
MW-025690,20230105,S-004,D-0029,452.8,9.28,aggregate
MW-025691,20230104,S-002,D-0028,608.62,13.15,instant
MW-025692,20231028,S-003,D-0039,348.93,0.75,instant
MW-025693,20240331,S-001,D-0027,635.01,21.0,aggregate
MW-025694,20230302,S-003,D-0048,768.53,5.42,aggregate
MW-025695,20230328,S-001,D-0039,307.26,12.54,aggregate
MW-025696,20230721,S-001,D-0026,687.75,12.64,aggregate
MW-025697,20240108,S-005,D-0001,1108.86,11.77,aggregate
MW-025698,20230623,S-003,D-0024,716.06,21.99,instant
MW-025699,20240612,S-001,D-0040,595.51,6.24,aggregate
MW-025700,20241101,S-005,D-0043,987.56,22.54,aggregate
MW-025701,20230602,S-004,D-0013,908.5,18.56,aggregate
MW-025702,20230828,S-003,D-0005,954.62,25.69,aggregate
MW-025703,20231116,S-003,D-0019,534.34,18.9,instant
MW-025704,20231115,S-005,D-0033,1260.46,27.16,instant
MW-025705,20241023,S-002,D-0049,303.0,6.59,aggregate
MW-025706,20240315,S-002,D-0049,420.37,20.46,aggregate
MW-025707,20231102,S-005,D-0014,574.16,7.91,aggregate
MW-025708,20231231,S-002,D-0033,448.17,2.35,aggregate
MW-025709,20240820,S-002,D-0041,730.9,10.53,instant
MW-025710,20231210,S-004,D-0036,328.01,35.03,instant
MW-025711,20240717,S-004,D-0033,1062.62,25.55,aggregate
MW-025712,20240623,S-002,D-0004,561.9,26.24,aggregate
MW-025713,20230926,S-004,D-0045,270.22,24.55,aggregate
MW-025714,20240120,S-004,D-0035,590.08,42.01,aggregate
MW-025715,20231212,S-001,D-0017,300.39,23.8,aggregate
MW-025716,20230820,S-005,D-0019,622.44,23.3,aggregate
MW-025717,20231006,S-002,D-0048,405.31,42.6,aggregate
MW-025718,20241228,S-002,D-0042,1104.21,58.45,instant
MW-025719,20230513,S-004,D-0026,1040.99,32.34,aggregate
MW-025720,20241001,S-002,D-0050,840.52,22.29,aggregate
MW-025721,20240825,S-003,D-0022,908.36,24.38,instant
MW-025722,20231218,S-001,D-0037,524.13,12.43,aggregate
MW-025723,20240221,S-004,D-0024,412.37,18.17,instant
MW-025724,20240726,S-001,D-0046,696.96,15.46,aggregate
MW-025725,20230909,S-004,D-0048,587.44,9.0,aggregate
MW-025726,20230820,S-002,D-0001,577.89,4.01,aggregate
MW-025727,20230207,S-003,D-0037,242.56,11.17,aggregate
MW-025728,20241224,S-001,D-0012,1092.53,54.77,aggregate
MW-025729,20241119,S-003,D-0028,796.22,28.32,instant
MW-025730,20240521,S-004,D-0038,428.17,14.43,aggregate
MW-025731,20240521,S-001,D-0008,934.65,5.55,aggregate
MW-025732,20231003,S-005,D-0039,170.49,20.12,aggregate
MW-025733,20241210,S-001,D-0044,224.79,7.16,instant
MW-025734,20240714,S-004,D-0031,881.52,6.83,aggregate
MW-025735,20240912,S-005,D-0043,537.35,48.69,aggregate
MW-025736,20240221,S-004,D-0049,425.18,9.62,aggregate
MW-025737,20240418,S-003,D-0003,348.9,13.59,instant
MW-025738,20230130,S-005,D-0016,782.81,30.79,aggregate
MW-025739,20230607,S-005,D-0043,215.01,25.37,aggregate
MW-025740,20230326,S-005,D-0025,632.41,26.3,aggregate
MW-025741,20240505,S-002,D-0044,381.28,13.41,aggregate
MW-025742,20230209,S-005,D-0004,538.31,57.51,instant
MW-025743,20231106,S-002,D-0014,856.78,15.61,aggregate
MW-025744,20230413,S-004,D-0032,324.24,8.26,aggregate
MW-025745,20230812,S-004,D-0029,505.87,2.79,aggregate
MW-025746,20240221,S-003,D-0005,572.92,13.98,instant
MW-025747,20240724,S-003,D-0009,663.47,10.97,aggregate
MW-025748,20240531,S-005,D-0049,206.02,14.36,instant
MW-025749,20240423,S-002,D-0011,453.26,19.61,aggregate
MW-025750,20240101,S-002,D-0031,846.81,5.07,aggregate
MW-025751,20231007,S-002,D-0005,692.31,36.67,aggregate
MW-025752,20240331,S-002,D-0047,335.66,11.72,aggregate
MW-025753,20230402,S-005,D-0041,947.5,32.71,aggregate
MW-025754,20240627,S-004,D-0041,376.36,7.22,instant
MW-025755,20240226,S-001,D-0010,983.32,5.97,aggregate
MW-025756,20230829,S-003,D-0022,795.24,9.31,aggregate
