FinanceID,Chave_Data,SiteID,CAPEX_ESG,OPEX_ESG,SavingsEstimate,RevenueImpactEstimate
FIN-001499,20230628,S-005,46411.08,9269.96,31698.2,15149.71
FIN-001500,20240811,S-003,15609.3,15476.56,43357.01,1988.02
FIN-001501,20230916,S-005,56946.55,19429.93,16941.72,3459.5
FIN-001502,20240930,S-004,34165.69,18921.71,42831.95,29693.1
FIN-001503,20231216,S-003,51043.31,6773.43,23497.75,3898.85
FIN-001504,20241106,S-004,73098.19,8413.27,22858.76,2424.94
FIN-001505,20231225,S-001,32091.66,4435.49,27163.15,13423.83
FIN-001506,20230709,S-004,76716.43,17600.51,21352.61,25413.05
FIN-001507,20230202,S-001,44329.42,9797.78,31462.2,8249.26
FIN-001508,20240731,S-002,91301.19,16359.31,32222.89,22852.89
FIN-001509,20230301,S-005,46280.17,11871.77,23866.6,27738.46
FIN-001510,20230402,S-004,84508.14,15542.78,4634.93,11594.85
FIN-001511,20240710,S-001,35217.18,16224.11,14187.03,8919.84
FIN-001512,20230109,S-004,90339.98,2868.23,37616.36,7176.88
FIN-001513,20240713,S-004,99617.51,6890.5,38395.26,2815.36
FIN-001514,20230121,S-001,83237.31,5716.48,16127.82,8976.16
FIN-001515,20231007,S-003,56378.95,17080.89,28231.39,4709.48
FIN-001516,20241108,S-004,46946.25,5049.83,26038.26,9046.75
FIN-001517,20240611,S-002,13940.32,14580.09,49133.99,16183.01
FIN-001518,20230409,S-002,94099.75,11066.0,22008.55,17139.12
FIN-001519,20230518,S-003,44705.24,14329.83,22253.74,6854.16
FIN-001520,20240809,S-002,56241.45,13758.44,42048.84,4208.22
FIN-001521,20230601,S-002,83058.17,13626.45,15159.71,24804.84
FIN-001522,20241015,S-004,80383.08,11800.37,43771.46,28157.27
FIN-001523,20230323,S-001,78433.68,9802.72,35566.39,3873.65
FIN-001524,20230722,S-001,49508.8,2099.16,34214.59,677.55
FIN-001525,20241127,S-003,92496.28,2468.11,42542.67,23066.13
FIN-001526,20240620,S-001,69089.12,5585.56,35290.08,163.61
FIN-001527,20230405,S-004,20281.38,6797.41,36651.93,16230.26
FIN-001528,20230530,S-005,27854.91,3046.52,48846.87,12569.57
FIN-001529,20240107,S-001,82445.47,13800.28,29686.04,16172.65
FIN-001530,20241126,S-002,55173.54,15594.59,43329.56,3439.61
FIN-001531,20240628,S-002,78952.01,13797.18,7669.76,4731.84
FIN-001532,20230923,S-004,13697.86,8875.79,42611.09,3138.6
FIN-001533,20231025,S-001,53239.27,9266.42,25016.26,17559.71
FIN-001534,20230112,S-005,50344.34,17060.48,38221.04,6764.19
FIN-001535,20230611,S-003,17930.6,3277.83,45900.23,15246.9
FIN-001536,20240207,S-001,73138.04,1673.59,37950.33,5760.82
FIN-001537,20241214,S-005,76186.8,2175.4,23172.97,22339.27
FIN-001538,20240415,S-004,62088.27,5550.62,4210.93,20511.04
FIN-001539,20241022,S-002,36526.43,19982.51,40330.52,23014.31
FIN-001540,20240915,S-004,37866.73,4815.54,22240.75,22665.36
FIN-001541,20240516,S-004,48353.58,2891.27,35547.65,11701.13
FIN-001542,20230806,S-003,99643.14,3380.76,9384.67,24152.03
FIN-001543,20230524,S-004,75440.71,3672.12,28272.9,22618.85
FIN-001544,20230721,S-002,39467.99,9092.16,27886.0,9974.64
FIN-001545,20241022,S-003,90251.38,9269.49,21207.94,4169.32
FIN-001546,20230922,S-002,67987.89,13148.66,5511.29,18652.19
FIN-001547,20241116,S-002,87211.19,11899.34,41398.09,3570.64
FIN-001548,20241023,S-005,24775.09,11989.75,4189.29,6090.12
FIN-001549,20240118,S-001,30677.45,13973.36,46230.08,1203.84
FIN-001550,20240228,S-004,81330.69,13045.4,42352.54,23168.25
FIN-001551,20240808,S-002,28642.48,12810.49,48338.13,14772.26
FIN-001552,20240804,S-003,49124.59,16633.83,14367.73,1550.09
FIN-001553,20241102,S-003,79630.32,16526.01,23936.98,8565.55
FIN-001554,20240918,S-005,39143.68,8571.67,23698.14,16801.44
FIN-001555,20230412,S-003,43395.96,15169.88,42736.34,2141.61
FIN-001556,20230801,S-004,43682.97,19319.27,46972.5,29551.54
FIN-001557,20240421,S-001,63034.89,11771.11,18055.53,14848.98
FIN-001558,20231001,S-004,27427.66,3117.71,6093.45,26763.24
FIN-001559,20240404,S-004,18360.14,5692.6,39886.91,10614.83
FIN-001560,20230509,S-001,25317.12,8927.41,29928.76,27746.29
FIN-001561,20230806,S-004,71944.96,18353.09,14788.28,17793.09
FIN-001562,20231228,S-005,24101.79,13570.91,47757.46,17720.56
FIN-001563,20240101,S-004,41565.99,13675.55,45086.38,24975.32
FIN-001564,20230129,S-003,46538.23,3745.68,30075.41,21682.38
FIN-001565,20240826,S-002,84423.35,19442.65,49598.77,24574.86
FIN-001566,20240626,S-005,77379.35,9195.21,41166.96,11790.05
FIN-001567,20230122,S-002,89036.63,7616.91,33691.33,6729.78
FIN-001568,20241111,S-003,43953.32,7035.25,19746.19,23983.28
FIN-001569,20240516,S-003,73243.45,8562.17,24259.4,13648.94
FIN-001570,20231013,S-004,29822.33,14143.04,1566.48,6084.1
FIN-001571,20230530,S-002,66294.57,1494.71,35103.82,17618.61
FIN-001572,20230210,S-004,41341.78,11209.04,23264.91,13975.21
FIN-001573,20230618,S-005,70923.25,16972.25,42751.83,13271.51
FIN-001574,20240820,S-003,83326.5,2812.12,704.29,18670.8
FIN-001575,20230226,S-004,94172.41,13428.43,38329.48,24987.64
FIN-001576,20230430,S-005,60518.37,6452.15,41717.5,4276.27
FIN-001577,20240804,S-001,27620.0,19030.54,5553.86,15929.15
FIN-001578,20231012,S-003,54380.17,2502.49,23035.53,17093.21
FIN-001579,20240201,S-004,98480.46,6623.69,35856.26,28579.24
FIN-001580,20231213,S-003,18588.06,10434.27,23993.32,16436.99
FIN-001581,20231020,S-005,35412.43,8526.48,5736.94,11925.06
FIN-001582,20231122,S-003,60838.87,17894.77,13924.8,11644.09
FIN-001583,20240421,S-002,79975.2,4263.93,28023.56,4051.64
FIN-001584,20240405,S-004,36855.19,5600.66,45243.74,26912.71
FIN-001585,20231214,S-003,17327.54,5846.1,14824.66,20950.08
FIN-001586,20240328,S-004,36010.71,13430.58,46251.58,6725.88
FIN-001587,20231002,S-001,27861.15,5063.27,48720.96,2354.34
FIN-001588,20230121,S-005,27129.11,4943.76,40488.93,6436.02
FIN-001589,20231109,S-001,11236.34,4195.47,13510.86,6576.05
FIN-001590,20231222,S-003,27441.17,4573.43,17086.62,29851.61
FIN-001591,20241108,S-004,19926.84,1352.31,42069.31,24485.76
FIN-001592,20231107,S-004,85219.53,5740.45,3727.27,12287.94
FIN-001593,20240412,S-004,34858.26,6166.88,588.25,17934.35
FIN-001594,20230204,S-002,73964.56,13036.64,37070.05,1054.23
FIN-001595,20230826,S-001,73290.22,13260.32,37525.42,858.5
FIN-001596,20240924,S-005,74953.46,10010.63,12123.16,631.58
FIN-001597,20230911,S-001,63434.53,19577.04,49951.95,24515.81
FIN-001598,20230408,S-005,91626.66,11017.18,9764.74,24987.33
FIN-001599,20240202,S-001,44839.48,17428.01,31361.09,4380.39
FIN-001600,20230812,S-001,73384.84,18686.54,5752.94,21205.96
FIN-001601,20231116,S-005,46710.41,16071.62,42848.68,23758.14
FIN-001602,20241013,S-005,79079.05,2924.11,11209.23,11971.24
FIN-001603,20240314,S-001,83225.38,2670.09,38862.81,23329.08
FIN-001604,20240826,S-005,45996.56,16425.28,5684.53,4055.86
FIN-001605,20230918,S-004,27124.56,11948.06,4207.1,6837.19
FIN-001606,20230914,S-005,40673.43,3412.68,31049.87,14541.46
FIN-001607,20230218,S-002,56396.27,15824.17,35038.45,16502.64
FIN-001608,20230907,S-001,82019.47,19488.43,2347.71,13640.96
FIN-001609,20230501,S-002,99129.16,1908.37,12251.11,8451.87
FIN-001610,20240814,S-001,67150.16,8609.36,14319.94,28868.8
FIN-001611,20240505,S-004,66543.41,19534.29,25927.64,939.55
FIN-001612,20240619,S-002,86128.15,4448.3,33720.65,18983.59
FIN-001613,20241109,S-001,91273.6,16305.83,42635.76,3393.73
FIN-001614,20231207,S-001,90394.16,13793.21,49528.24,24210.18
FIN-001615,20230917,S-003,40244.99,15480.27,15008.24,6936.22
FIN-001616,20230503,S-001,72800.64,8202.73,39451.99,7638.57
FIN-001617,20230205,S-003,86672.95,15800.59,29591.19,26354.61
FIN-001618,20240628,S-005,95974.3,5793.06,22908.23,21764.33
FIN-001619,20240822,S-003,46092.42,14126.6,10628.9,16370.97
FIN-001620,20240210,S-002,50502.26,7434.79,25761.0,10829.93
FIN-001621,20240723,S-004,45609.13,6819.15,36458.97,8821.17
FIN-001622,20230331,S-003,45832.91,14620.98,48920.27,17079.14
FIN-001623,20240927,S-002,52240.12,3890.07,20836.84,22512.79
FIN-001624,20240727,S-003,41882.99,12871.78,21333.1,11155.66
FIN-001625,20241103,S-004,23035.34,2957.68,2946.63,7752.49
FIN-001626,20231022,S-002,85020.27,13396.26,3109.35,2915.79
FIN-001627,20231009,S-004,88520.14,12433.43,9924.75,17682.66
FIN-001628,20230516,S-002,31936.68,6134.06,13945.09,2396.91
FIN-001629,20241221,S-001,28075.07,17376.65,13669.07,5825.69
FIN-001630,20231029,S-005,97640.54,12323.37,23578.44,12523.82
FIN-001631,20231122,S-004,85505.39,2768.19,30316.86,366.37
FIN-001632,20230923,S-002,58890.02,6319.84,44064.08,2557.13
FIN-001633,20231009,S-002,36434.65,5466.26,23637.8,14574.85
FIN-001634,20240123,S-005,77284.31,9612.14,11949.46,29035.96
FIN-001635,20230815,S-004,90873.17,18166.12,26550.26,7231.79
FIN-001636,20230424,S-003,14888.51,9567.53,29803.76,7268.95
FIN-001637,20231122,S-002,62104.15,18028.93,31986.59,24214.24
FIN-001638,20240212,S-002,16990.49,3400.19,36391.84,1290.3
FIN-001639,20241204,S-004,77117.01,17347.25,19299.42,15846.83
FIN-001640,20230821,S-002,36223.65,2917.7,17380.08,20004.52
FIN-001641,20231027,S-002,25055.84,1479.29,31325.99,15364.16
FIN-001642,20240213,S-003,66743.96,19491.21,46073.78,15618.95
FIN-001643,20240827,S-004,23903.55,6582.5,42047.16,1349.37
FIN-001644,20230318,S-003,30999.98,3909.51,30096.84,24367.63
FIN-001645,20230204,S-002,11544.78,11487.3,44528.57,9466.87
FIN-001646,20240902,S-004,73886.66,13476.73,41206.89,7413.15
FIN-001647,20241127,S-001,51035.74,6443.03,29728.08,21501.97
FIN-001648,20230619,S-002,50245.49,15590.44,7096.62,7952.32
FIN-001649,20230306,S-002,99836.02,9085.49,45582.32,8557.08
FIN-001650,20230928,S-001,56832.78,7733.39,38230.47,22363.0
FIN-001651,20230626,S-004,60038.86,5238.29,40895.16,29891.68
FIN-001652,20230317,S-002,10412.58,9804.74,25260.37,25928.02
FIN-001653,20240704,S-005,70934.26,11667.43,18146.94,10316.93
FIN-001654,20231116,S-003,20035.14,6761.39,4120.49,19096.67
FIN-001655,20230726,S-002,92529.75,17387.1,6280.06,4524.24
FIN-001656,20241218,S-005,82775.35,19213.78,27558.59,24900.61
FIN-001657,20241105,S-005,62878.75,6997.4,45926.52,24279.75
FIN-001658,20230418,S-002,48602.65,9698.77,47071.44,26505.0
FIN-001659,20240203,S-003,61353.33,15021.66,18774.46,25661.65
FIN-001660,20241012,S-003,73255.58,17871.82,5049.45,3563.04
FIN-001661,20230628,S-003,19036.35,15697.81,46457.66,6094.16
FIN-001662,20240503,S-005,31902.29,13929.58,40777.82,13112.4
FIN-001663,20240527,S-002,61494.76,12017.24,28723.46,1079.66
FIN-001664,20230318,S-002,94127.72,5478.95,48762.92,6146.41
FIN-001665,20230203,S-005,22094.28,3978.11,42431.78,24101.51
FIN-001666,20240810,S-001,91111.16,16497.93,35476.51,23276.44
FIN-001667,20230120,S-003,47981.61,7393.3,48044.05,27522.21
FIN-001668,20240309,S-004,43864.12,10562.51,41091.02,9768.0
FIN-001669,20231216,S-001,15146.55,15255.3,19807.58,14667.85
FIN-001670,20230428,S-001,85103.38,14285.55,5276.8,1797.19
FIN-001671,20230113,S-001,34187.62,10720.48,7927.37,10746.12
FIN-001672,20230919,S-001,16953.23,6352.52,48202.3,29582.5
FIN-001673,20231009,S-005,19896.57,4837.11,43594.17,15758.47
FIN-001674,20240105,S-004,32614.58,13660.8,9823.08,5668.05
FIN-001675,20230407,S-004,99163.18,13321.84,48493.42,5384.48
FIN-001676,20240413,S-005,29210.24,5310.12,18433.49,13431.79
FIN-001677,20230313,S-003,79919.95,18035.42,38275.79,10544.94
FIN-001678,20230202,S-004,35604.07,5593.36,16278.56,6160.42
FIN-001679,20230116,S-004,28186.47,3009.72,31586.42,7712.11
FIN-001680,20230920,S-001,22166.87,17153.07,6241.08,9048.91
FIN-001681,20230131,S-004,27916.81,7765.67,13336.43,1184.75
FIN-001682,20230812,S-002,90739.4,9853.67,38979.05,21767.42
FIN-001683,20230615,S-005,36773.47,5379.76,15886.87,12742.0
FIN-001684,20240327,S-002,97120.83,7228.38,49542.88,5478.4
FIN-001685,20230107,S-003,17981.65,14127.69,30583.9,25773.46
FIN-001686,20231124,S-002,31991.55,5514.53,11494.47,29560.42
FIN-001687,20230810,S-002,12073.62,14682.84,27015.71,4983.3
FIN-001688,20230407,S-004,78520.75,4665.54,9580.05,27061.56
FIN-001689,20241215,S-004,56279.7,17977.97,39020.9,16022.61
FIN-001690,20240818,S-004,24521.0,18012.58,17985.19,15072.78
FIN-001691,20230506,S-002,85154.84,5630.57,24377.76,26227.84
FIN-001692,20240325,S-003,24524.13,13841.88,45747.74,20547.47
FIN-001693,20240301,S-002,61465.8,4898.1,28522.51,16268.1
FIN-001694,20240514,S-001,57718.6,6847.42,20609.52,4448.36
FIN-001695,20240406,S-005,49018.68,15722.42,12824.8,27201.42
FIN-001696,20230204,S-002,78846.08,9282.88,44779.16,27433.53
FIN-001697,20240914,S-001,78447.79,12717.24,42118.08,8843.74
FIN-001698,20230921,S-002,39278.99,11637.7,21980.93,18697.0
FIN-001699,20230903,S-002,98969.54,10611.96,37477.71,29349.87
FIN-001700,20240421,S-005,34723.14,19892.5,47434.3,11586.23
FIN-001701,20230422,S-003,58696.28,1283.57,49166.48,9906.49
FIN-001702,20240707,S-001,65435.84,1062.7,8992.23,19268.44
FIN-001703,20231030,S-002,80910.95,9892.8,9473.42,13046.49
FIN-001704,20241101,S-001,53594.39,19736.79,27538.1,26206.84
FIN-001705,20240508,S-003,86950.49,8118.7,26708.62,28607.37
FIN-001706,20230718,S-001,84384.01,10627.17,22153.0,25341.46
FIN-001707,20230906,S-004,98241.04,14589.76,1221.3,7729.82
FIN-001708,20240323,S-002,25001.52,17663.47,22605.42,24011.03
FIN-001709,20230601,S-002,19178.2,14529.46,6566.09,12114.36
FIN-001710,20230604,S-002,32065.58,10002.91,38863.81,12817.96
FIN-001711,20230802,S-002,77760.08,18720.1,5952.53,15641.98
FIN-001712,20230131,S-004,42729.71,8368.0,25344.68,2715.4
FIN-001713,20230226,S-001,45398.56,9755.54,9180.76,11006.91
FIN-001714,20230330,S-005,97235.81,4014.81,44360.97,571.0
FIN-001715,20240430,S-005,25614.1,14982.65,8354.43,12429.23
FIN-001716,20230405,S-002,30091.09,12992.56,28599.24,19237.92
FIN-001717,20231109,S-002,31272.36,1254.27,14462.04,23775.71
FIN-001718,20240419,S-002,72505.45,19794.54,44880.85,8490.03
FIN-001719,20230918,S-002,24633.38,7355.73,40130.26,3718.95
FIN-001720,20230918,S-004,84029.76,16472.2,21633.35,4776.41
FIN-001721,20240605,S-005,28448.92,15342.04,10166.45,21462.68
FIN-001722,20241012,S-001,83135.0,3875.76,25459.92,3617.09
FIN-001723,20241015,S-002,97354.37,3699.73,9927.36,6564.42
FIN-001724,20241114,S-003,95156.43,1391.37,7636.64,28057.33
FIN-001725,20240820,S-004,58343.97,9350.32,35803.03,13923.38
FIN-001726,20240716,S-001,81464.98,1844.28,9665.61,17995.27
FIN-001727,20240309,S-005,74512.95,17482.02,7645.02,3247.82
FIN-001728,20230414,S-005,16364.71,8966.68,36372.29,24692.98
FIN-001729,20240207,S-004,99742.23,1041.77,29478.12,23577.55
FIN-001730,20230408,S-003,49546.07,18378.37,40580.51,15268.07
FIN-001731,20230302,S-005,37233.72,8601.01,43442.32,15580.59
FIN-001732,20230314,S-004,53335.09,19180.81,42418.26,22260.36
FIN-001733,20241023,S-002,56055.38,10520.78,8536.93,15500.95
FIN-001734,20231218,S-004,50929.46,5915.47,45003.0,2771.79
FIN-001735,20240321,S-005,91718.92,2355.73,32378.56,12484.83
FIN-001736,20230802,S-001,76976.5,5124.13,31542.13,11132.42
FIN-001737,20241225,S-004,78970.03,16589.83,34155.81,27693.54
FIN-001738,20230410,S-003,68109.17,12531.77,21148.82,8989.03
FIN-001739,20231204,S-005,13865.23,13126.13,39049.34,24994.5
FIN-001740,20240809,S-005,65596.49,11917.22,14101.1,4875.63
FIN-001741,20231106,S-003,39359.81,6614.76,9158.35,10594.23
FIN-001742,20241106,S-004,73413.7,1176.12,20383.12,22360.35
FIN-001743,20241216,S-001,71359.53,11230.13,34587.74,21590.44
FIN-001744,20230706,S-001,89791.69,9502.82,30603.1,8611.08
FIN-001745,20230625,S-001,70022.97,16461.04,24539.73,14564.03
FIN-001746,20231201,S-003,76763.69,4898.95,45602.39,25862.39
FIN-001747,20240527,S-001,78468.9,17564.67,23261.02,3519.62
FIN-001748,20230218,S-005,29527.04,4341.29,2733.36,19597.1
FIN-001749,20230213,S-005,64693.89,13554.12,15906.91,24991.41
FIN-001750,20240817,S-005,50748.82,19696.06,13507.2,13081.45
FIN-001751,20241010,S-001,90130.4,17519.24,45555.99,14451.4
FIN-001752,20230928,S-005,55926.17,10395.21,25066.57,26287.77
FIN-001753,20230725,S-005,62362.42,5587.69,49210.49,16788.01
FIN-001754,20240215,S-002,79666.25,3373.48,48129.8,13691.72
FIN-001755,20230325,S-005,85917.36,8700.71,16244.26,28585.05
FIN-001756,20241125,S-001,89747.71,17372.09,39932.27,9281.48
FIN-001757,20230213,S-005,24224.76,13780.4,27764.1,6909.56
FIN-001758,20241006,S-005,33649.54,13004.71,41082.7,23743.62
FIN-001759,20241224,S-002,61335.07,11136.74,25072.48,12788.01
FIN-001760,20230319,S-005,55850.9,14036.48,13702.93,4026.11
FIN-001761,20230515,S-003,59696.41,4942.25,33807.9,6022.28
FIN-001762,20240530,S-002,46525.06,16668.18,24111.89,17071.24
FIN-001763,20240318,S-004,94678.99,10106.35,9462.72,3322.95
FIN-001764,20230331,S-005,33667.08,11952.76,43100.34,13729.16
FIN-001765,20241125,S-005,15001.25,15206.31,30569.94,27473.88
FIN-001766,20231223,S-004,86037.85,14931.78,12106.82,17117.68
FIN-001767,20230525,S-001,42567.62,2102.7,15171.99,29222.79
FIN-001768,20240418,S-001,42784.73,8043.62,10372.24,7098.45
FIN-001769,20231201,S-004,86028.16,19257.8,11827.5,16741.65
FIN-001770,20230115,S-005,74597.74,10067.7,46741.92,4922.43
FIN-001771,20230321,S-004,35783.63,14413.36,22659.07,3488.32
FIN-001772,20231223,S-005,60000.89,3395.87,38856.14,16674.8
FIN-001773,20230724,S-005,29463.97,1370.19,28136.94,17148.35
FIN-001774,20240625,S-004,73323.73,13081.19,47275.0,5235.94
FIN-001775,20231020,S-003,62196.72,15121.94,34000.99,10147.59
FIN-001776,20231007,S-001,91478.31,11246.4,35286.67,10506.22
FIN-001777,20241220,S-002,69795.86,10667.56,5124.34,11184.15
FIN-001778,20231012,S-001,37948.12,1074.85,6407.47,29618.91
FIN-001779,20231223,S-001,23529.82,6605.96,24274.5,4175.04
FIN-001780,20240725,S-002,20706.12,5152.86,12425.23,7351.58
FIN-001781,20240720,S-001,88232.34,12837.91,7837.67,6990.23
FIN-001782,20241008,S-005,98069.27,11724.29,45369.93,9538.01
FIN-001783,20240328,S-002,91235.11,5025.24,32042.56,21762.45
FIN-001784,20230530,S-002,77263.31,9132.71,39467.34,23616.66
FIN-001785,20240423,S-003,78073.88,4910.04,47452.12,3831.41
FIN-001786,20241120,S-001,15754.61,7120.89,25707.97,2561.17
FIN-001787,20240806,S-005,83846.34,10795.18,48541.68,23119.23
FIN-001788,20230516,S-003,20418.84,12185.45,28910.58,25415.23
FIN-001789,20240330,S-001,81634.73,17991.29,919.59,15205.0
FIN-001790,20231130,S-002,26720.63,13160.52,2860.48,28192.42
FIN-001791,20240213,S-003,90454.09,18758.24,12613.76,23199.5
FIN-001792,20231015,S-003,82243.12,16355.74,23538.48,26655.71
FIN-001793,20231112,S-003,67616.51,3081.3,2519.12,12490.09
FIN-001794,20240511,S-001,20487.0,9269.33,28617.03,29408.11
FIN-001795,20241006,S-003,23695.4,18251.13,24953.93,3428.42
FIN-001796,20230612,S-003,24935.69,17254.17,30162.85,28631.85
FIN-001797,20230712,S-005,61002.85,1480.21,36160.44,5428.83
FIN-001798,20230106,S-002,55997.58,13458.53,10887.16,27643.35
FIN-001799,20230203,S-002,86576.04,11760.3,24794.87,17939.96
FIN-001800,20241118,S-003,55187.52,13526.7,35427.53,9109.6
FIN-001801,20230615,S-002,21893.76,4039.56,42323.15,18071.22
FIN-001802,20241223,S-005,14567.73,15905.16,1199.54,7596.25
FIN-001803,20230516,S-001,40298.69,18282.0,1007.1,8656.93
FIN-001804,20231110,S-002,72644.73,10100.36,5869.78,26816.89
FIN-001805,20231130,S-003,15483.14,13296.41,29325.06,19476.27
FIN-001806,20230204,S-005,49660.15,10431.02,8289.22,4307.61
FIN-001807,20240529,S-005,14745.34,10189.4,29879.2,12782.43
FIN-001808,20231214,S-001,43033.05,3660.03,26216.76,9495.19
FIN-001809,20240421,S-003,25110.09,14195.69,35622.01,7063.6
FIN-001810,20241111,S-003,95010.57,10655.11,33426.42,2103.29
FIN-001811,20240905,S-001,42670.04,8583.99,18875.27,15267.75
FIN-001812,20240401,S-005,70806.01,18519.12,30970.37,17933.65
FIN-001813,20241118,S-003,92691.51,17243.17,6548.04,1071.95
FIN-001814,20240825,S-004,55319.21,11875.09,34711.67,5330.62
FIN-001815,20240915,S-005,75361.76,12430.45,36802.75,10644.03
FIN-001816,20230208,S-004,97692.11,18903.29,19610.43,15197.06
FIN-001817,20240609,S-004,10272.78,8328.45,41117.03,1475.76
FIN-001818,20231002,S-004,15650.75,14015.94,26267.86,25366.57
FIN-001819,20231203,S-003,51475.21,7158.99,30346.76,7770.52
FIN-001820,20240929,S-002,44269.36,8676.81,20301.22,19943.36
FIN-001821,20240419,S-002,27600.52,14514.73,35126.79,12045.12
FIN-001822,20230705,S-004,72514.31,2826.04,13823.59,9742.19
FIN-001823,20240623,S-001,95672.53,11173.12,24790.82,9624.31
FIN-001824,20240725,S-001,50694.94,7836.56,43710.56,28656.8
FIN-001825,20241124,S-004,43477.65,10506.45,43990.29,21415.28
FIN-001826,20240320,S-003,93133.92,9706.03,35375.42,1039.7
FIN-001827,20230927,S-003,64512.62,12837.11,1049.81,21378.82
FIN-001828,20230214,S-004,43689.67,18616.45,4897.09,3994.6
FIN-001829,20240909,S-003,38636.34,16354.46,33862.7,26612.88
FIN-001830,20240903,S-001,48355.64,5570.13,19560.36,22087.41
FIN-001831,20240109,S-002,46923.72,11220.38,43568.48,7021.23
FIN-001832,20241031,S-001,56387.46,9285.73,27269.37,26632.75
FIN-001833,20231104,S-005,87463.25,3220.96,31048.05,5660.73
FIN-001834,20231107,S-002,64278.41,2686.72,5058.7,20452.59
FIN-001835,20230511,S-003,20590.86,3001.19,3011.35,23337.95
FIN-001836,20240129,S-005,14378.74,9461.9,27079.8,25048.06
FIN-001837,20231118,S-003,52359.61,9798.42,49784.65,12108.7
FIN-001838,20231026,S-003,25223.51,16421.08,41195.24,8022.5
FIN-001839,20230209,S-005,95479.19,1730.5,34078.56,3507.19
FIN-001840,20240602,S-005,17096.84,16611.89,33234.76,13340.97
FIN-001841,20240427,S-002,98978.62,18202.87,15806.36,6705.07
FIN-001842,20230503,S-002,26371.96,6334.97,10525.96,23586.77
FIN-001843,20230128,S-005,79363.4,6614.16,49054.93,25673.53
FIN-001844,20230130,S-004,70377.75,11466.4,45426.6,2735.24
FIN-001845,20230222,S-003,65435.35,2575.32,12861.48,661.85
FIN-001846,20230330,S-004,81613.27,1858.01,46593.58,3959.63
FIN-001847,20241119,S-003,63304.95,6056.59,1170.78,16236.88
FIN-001848,20230923,S-003,35665.63,10334.75,18599.64,12557.77
FIN-001849,20240831,S-001,28701.43,10514.53,37205.75,25888.21
FIN-001850,20240207,S-004,65578.0,1175.89,13902.83,26269.26
FIN-001851,20230324,S-004,98491.83,18480.3,37367.32,19399.92
FIN-001852,20230103,S-003,47579.06,2238.57,38794.18,20574.88
FIN-001853,20230818,S-004,62866.01,5054.2,16111.06,13872.47
FIN-001854,20231201,S-003,77817.12,9720.12,1933.96,10095.26
FIN-001855,20240325,S-002,19694.41,4843.7,14542.37,2631.81
FIN-001856,20230509,S-004,10259.08,11867.76,25331.01,9934.86
FIN-001857,20230216,S-002,67900.55,13989.97,20490.64,1954.81
FIN-001858,20230909,S-004,88814.49,12825.19,47871.25,16675.53
FIN-001859,20230105,S-005,55458.43,6106.87,40905.86,19622.28
FIN-001860,20240901,S-004,86441.44,6451.84,32282.04,4362.44
FIN-001861,20230519,S-002,41624.05,18337.58,25938.02,12083.39
FIN-001862,20230224,S-002,21432.99,14270.58,24397.86,12825.22
FIN-001863,20230915,S-001,63164.46,16028.86,47665.54,15186.56
FIN-001864,20230418,S-004,96494.36,13808.06,40054.45,9202.14
FIN-001865,20240329,S-002,13253.31,15638.06,44585.96,20487.71
FIN-001866,20240519,S-003,45272.53,17838.87,18586.4,4998.04
FIN-001867,20230419,S-005,22879.11,1198.9,44612.94,12.03
FIN-001868,20230501,S-005,38746.05,9822.76,46845.31,5685.42
FIN-001869,20240104,S-002,49818.24,3448.34,1748.26,17964.08
FIN-001870,20230611,S-005,25012.26,16707.96,35706.72,19888.84
FIN-001871,20240727,S-002,33356.85,2598.54,24052.69,29575.12
FIN-001872,20230724,S-002,59363.23,11708.49,47524.31,29882.15
FIN-001873,20240609,S-001,88200.04,11791.54,33348.45,7032.97
FIN-001874,20230101,S-005,83577.5,9658.21,11021.78,2720.01
FIN-001875,20240627,S-005,12604.59,15935.84,35552.79,25294.02
FIN-001876,20230725,S-001,59334.28,17744.84,36470.57,26936.05
FIN-001877,20240904,S-004,95932.1,2621.81,19499.69,555.62
FIN-001878,20240118,S-002,53747.53,6062.28,707.86,27881.39
FIN-001879,20240407,S-003,81760.97,18581.37,31591.64,29871.23
FIN-001880,20230524,S-004,14609.92,11661.68,47511.43,24927.97
FIN-001881,20231030,S-004,37737.34,1901.61,10425.83,2683.67
FIN-001882,20240501,S-002,54516.71,18022.81,8154.57,25282.87
FIN-001883,20240114,S-004,39092.67,19225.54,46633.39,9628.32
FIN-001884,20240104,S-004,89184.69,2574.58,41252.66,9575.61
FIN-001885,20240913,S-005,41559.66,13629.05,32171.29,25765.92
FIN-001886,20240404,S-003,21208.46,11051.79,38420.33,6808.74
FIN-001887,20240228,S-005,63025.21,19584.46,27146.44,27854.45
FIN-001888,20240831,S-001,31270.74,13006.98,28099.78,6931.52
FIN-001889,20230802,S-002,96070.89,18901.91,15270.83,26318.61
FIN-001890,20240414,S-001,74363.66,18282.89,38931.63,5869.86
FIN-001891,20231115,S-002,40619.91,15884.93,15703.22,23919.04
FIN-001892,20241203,S-002,22270.6,18224.16,16964.74,15978.3
FIN-001893,20230312,S-003,30773.06,3486.31,6860.44,9518.3
FIN-001894,20241010,S-002,69965.38,17471.09,17039.67,19933.92
FIN-001895,20230108,S-002,27133.69,1525.62,39408.0,19650.9
FIN-001896,20241118,S-004,35396.14,19095.13,13550.6,12398.64
