ID_Emissao,Chave_Data,SiteID,SourceID,Scope,CO2_kg,ActivityMetric,UnitOfMeasure,CategoriaEmissao
EM-010160,20230624,S-004,SRC-02,2,27.86,208.8,kWh,Energia Elétrica
EM-010161,20241228,S-004,SRC-01,3,46.81,60.22,kWh,Cadeia de Valor / Transporte
EM-010162,20231022,S-003,SRC-01,3,95.25,324.81,kWh,Cadeia de Valor / Transporte
EM-010163,20230415,S-001,SRC-01,1,86.13,152.27,kWh,Combustão Direta
EM-010164,20230318,S-004,SRC-01,3,47.93,475.1,kWh,Cadeia de Valor / Transporte
EM-010165,20231029,S-001,SRC-01,1,156.02,264.21,kWh,Combustão Direta
EM-010166,20240409,S-005,SRC-02,2,25.42,107.09,kWh,Energia Elétrica
EM-010167,20241123,S-004,SRC-02,3,38.38,360.71,kWh,Cadeia de Valor / Transporte
EM-010168,20240404,S-005,SRC-03,1,61.91,184.22,kWh,Combustão Direta
EM-010169,20230101,S-001,SRC-02,1,170.64,117.19,kWh,Combustão Direta
EM-010170,20240827,S-005,SRC-01,1,47.27,128.33,kWh,Combustão Direta
EM-010171,20240503,S-003,SRC-03,2,132.01,123.55,kWh,Energia Elétrica
EM-010172,20230731,S-004,SRC-02,2,185.41,171.67,kWh,Energia Elétrica
EM-010173,20240416,S-003,SRC-04,2,48.71,413.42,kWh,Energia Elétrica
EM-010174,20240529,S-001,SRC-01,1,86.93,76.67,kWh,Combustão Direta
EM-010175,20230305,S-003,SRC-01,3,49.04,293.8,kWh,Cadeia de Valor / Transporte
EM-010176,20240312,S-002,SRC-04,2,216.85,153.13,kWh,Energia Elétrica
EM-010177,20231219,S-001,SRC-02,3,129.23,80.65,kWh,Cadeia de Valor / Transporte
EM-010178,20230526,S-002,SRC-02,3,50.64,293.36,kWh,Cadeia de Valor / Transporte
EM-010179,20230607,S-002,SRC-02,3,188.13,412.06,kWh,Cadeia de Valor / Transporte
EM-010180,20230101,S-003,SRC-01,2,73.2,253.47,kWh,Energia Elétrica
EM-010181,20230430,S-004,SRC-04,2,52.02,359.73,kWh,Energia Elétrica
EM-010182,20240416,S-005,SRC-03,1,24.65,238.75,kWh,Combustão Direta
EM-010183,20231007,S-001,SRC-04,1,81.58,63.45,kWh,Combustão Direta
EM-010184,20240310,S-002,SRC-02,1,227.79,115.71,kWh,Combustão Direta
EM-010185,20240105,S-002,SRC-01,2,137.2,408.46,kWh,Energia Elétrica
EM-010186,20230821,S-003,SRC-01,2,166.82,353.17,kWh,Energia Elétrica
EM-010187,20230208,S-005,SRC-01,2,43.09,474.38,kWh,Energia Elétrica
EM-010188,20230615,S-003,SRC-03,1,79.88,302.08,kWh,Combustão Direta
EM-010189,20240215,S-003,SRC-03,2,178.59,389.47,kWh,Energia Elétrica
EM-010190,20230818,S-003,SRC-01,3,96.74,374.25,kWh,Cadeia de Valor / Transporte
EM-010191,20241029,S-005,SRC-04,1,96.7,71.56,kWh,Combustão Direta
EM-010192,20230726,S-003,SRC-01,2,27.13,460.71,kWh,Energia Elétrica
EM-010193,20240113,S-003,SRC-01,2,79.95,121.95,kWh,Energia Elétrica
EM-010194,20240527,S-001,SRC-01,2,132.56,205.57,kWh,Energia Elétrica
EM-010195,20230515,S-001,SRC-02,2,194.31,229.79,kWh,Energia Elétrica
EM-010196,20240227,S-003,SRC-01,3,153.13,435.5,kWh,Cadeia de Valor / Transporte
EM-010197,20231106,S-003,SRC-01,1,273.61,171.29,kWh,Combustão Direta
EM-010198,20230516,S-004,SRC-04,3,232.49,99.26,kWh,Cadeia de Valor / Transporte
EM-010199,20231128,S-003,SRC-04,3,81.25,69.45,kWh,Cadeia de Valor / Transporte
EM-010200,20230107,S-005,SRC-03,2,53.85,486.9,kWh,Energia Elétrica
EM-010201,20230809,S-001,SRC-02,1,131.18,77.86,kWh,Combustão Direta
EM-010202,20240614,S-004,SRC-02,1,56.96,169.47,kWh,Combustão Direta
EM-010203,20230502,S-004,SRC-03,1,107.0,455.31,kWh,Combustão Direta
EM-010204,20230217,S-004,SRC-03,2,176.59,494.84,kWh,Energia Elétrica
EM-010205,20240624,S-004,SRC-02,2,88.48,371.42,kWh,Energia Elétrica
EM-010206,20240427,S-001,SRC-03,2,62.88,235.29,kWh,Energia Elétrica
EM-010207,20240129,S-003,SRC-02,1,212.13,409.46,kWh,Combustão Direta
EM-010208,20230321,S-001,SRC-03,1,171.33,222.75,kWh,Combustão Direta
EM-010209,20240224,S-005,SRC-02,2,49.73,316.23,kWh,Energia Elétrica
EM-010210,20230220,S-005,SRC-02,1,246.81,451.43,kWh,Combustão Direta
EM-010211,20240224,S-004,SRC-02,2,335.31,460.06,kWh,Energia Elétrica
EM-010212,20230814,S-001,SRC-02,1,34.14,375.97,kWh,Combustão Direta
EM-010213,20231116,S-004,SRC-02,1,124.83,370.95,kWh,Combustão Direta
EM-010214,20240519,S-001,SRC-03,2,60.55,452.88,kWh,Energia Elétrica
EM-010215,20240908,S-004,SRC-03,1,132.4,116.36,kWh,Combustão Direta
EM-010216,20240924,S-004,SRC-02,1,89.2,228.26,kWh,Combustão Direta
EM-010217,20231003,S-004,SRC-02,1,67.14,311.02,kWh,Combustão Direta
EM-010218,20231127,S-004,SRC-01,1,201.94,431.79,kWh,Combustão Direta
EM-010219,20240408,S-001,SRC-01,1,118.13,207.9,kWh,Combustão Direta
EM-010220,20241124,S-003,SRC-02,1,160.1,27.85,kWh,Combustão Direta
EM-010221,20230227,S-002,SRC-01,3,150.9,475.44,kWh,Cadeia de Valor / Transporte
EM-010222,20231002,S-002,SRC-01,1,130.46,366.02,kWh,Combustão Direta
EM-010223,20240327,S-002,SRC-01,2,52.8,255.2,kWh,Energia Elétrica
EM-010224,20241216,S-003,SRC-02,2,27.99,341.94,kWh,Energia Elétrica
EM-010225,20240806,S-001,SRC-04,1,33.71,187.05,kWh,Combustão Direta
EM-010226,20240106,S-001,SRC-04,2,91.99,448.93,kWh,Energia Elétrica
EM-010227,20240209,S-001,SRC-02,1,11.07,433.36,kWh,Combustão Direta
EM-010228,20231213,S-003,SRC-01,1,114.67,327.57,kWh,Combustão Direta
EM-010229,20240228,S-001,SRC-02,1,74.23,440.54,kWh,Combustão Direta
EM-010230,20240315,S-002,SRC-01,1,122.34,420.6,kWh,Combustão Direta
EM-010231,20230717,S-005,SRC-04,2,101.06,308.98,kWh,Energia Elétrica
EM-010232,20230913,S-001,SRC-02,1,138.58,426.77,kWh,Combustão Direta
EM-010233,20240807,S-002,SRC-01,1,176.82,204.56,kWh,Combustão Direta
EM-010234,20241218,S-003,SRC-04,1,56.84,384.81,kWh,Combustão Direta
EM-010235,20240828,S-003,SRC-02,1,152.89,441.52,kWh,Combustão Direta
EM-010236,20230606,S-005,SRC-04,2,17.65,306.74,kWh,Energia Elétrica
EM-010237,20241009,S-002,SRC-03,3,11.39,179.78,kWh,Cadeia de Valor / Transporte
EM-010238,20241025,S-003,SRC-03,1,161.69,50.69,kWh,Combustão Direta
EM-010239,20230727,S-003,SRC-04,3,94.48,306.8,kWh,Cadeia de Valor / Transporte
EM-010240,20231225,S-001,SRC-02,3,29.79,42.51,kWh,Cadeia de Valor / Transporte
EM-010241,20230406,S-001,SRC-01,2,227.72,44.61,kWh,Energia Elétrica
EM-010242,20241003,S-005,SRC-04,1,126.27,14.42,kWh,Combustão Direta
EM-010243,20241022,S-001,SRC-04,2,82.27,108.88,kWh,Energia Elétrica
EM-010244,20231208,S-004,SRC-01,2,67.64,10.0,kWh,Energia Elétrica
EM-010245,20241222,S-002,SRC-03,2,121.02,367.58,kWh,Energia Elétrica
EM-010246,20230914,S-002,SRC-04,3,59.82,47.98,kWh,Cadeia de Valor / Transporte
EM-010247,20231205,S-001,SRC-03,3,241.26,458.27,kWh,Cadeia de Valor / Transporte
EM-010248,20240427,S-002,SRC-01,3,15.96,452.99,kWh,Cadeia de Valor / Transporte
EM-010249,20230115,S-005,SRC-03,2,124.89,262.77,kWh,Energia Elétrica
EM-010250,20231108,S-003,SRC-03,1,46.4,66.97,kWh,Combustão Direta
EM-010251,20230206,S-002,SRC-01,1,218.42,389.66,kWh,Combustão Direta
EM-010252,20240710,S-001,SRC-01,3,92.06,497.07,kWh,Cadeia de Valor / Transporte
EM-010253,20230612,S-005,SRC-04,1,75.32,197.87,kWh,Combustão Direta
EM-010254,20240129,S-002,SRC-02,2,254.74,453.35,kWh,Energia Elétrica
EM-010255,20230901,S-004,SRC-03,2,171.89,168.29,kWh,Energia Elétrica
EM-010256,20230803,S-002,SRC-01,2,140.14,206.1,kWh,Energia Elétrica
EM-010257,20240523,S-005,SRC-03,1,84.96,219.71,kWh,Combustão Direta
EM-010258,20230812,S-002,SRC-04,2,137.74,272.35,kWh,Energia Elétrica
EM-010259,20240516,S-001,SRC-01,3,61.79,150.74,kWh,Cadeia de Valor / Transporte
EM-010260,20240704,S-002,SRC-02,2,72.55,476.59,kWh,Energia Elétrica
EM-010261,20230622,S-005,SRC-03,2,61.64,321.31,kWh,Energia Elétrica
EM-010262,20240721,S-004,SRC-02,1,57.7,87.96,kWh,Combustão Direta
EM-010263,20240623,S-003,SRC-03,2,66.68,304.01,kWh,Energia Elétrica
EM-010264,20240208,S-005,SRC-01,3,76.41,366.89,kWh,Cadeia de Valor / Transporte
EM-010265,20230514,S-002,SRC-04,1,89.64,158.67,kWh,Combustão Direta
EM-010266,20230614,S-003,SRC-02,1,83.22,44.12,kWh,Combustão Direta
EM-010267,20240818,S-002,SRC-01,3,64.62,45.33,kWh,Cadeia de Valor / Transporte
EM-010268,20231215,S-004,SRC-04,2,57.11,428.39,kWh,Energia Elétrica
EM-010269,20230519,S-004,SRC-03,2,43.51,336.41,kWh,Energia Elétrica
EM-010270,20241217,S-005,SRC-03,2,59.05,203.0,kWh,Energia Elétrica
EM-010271,20230502,S-002,SRC-03,1,53.44,241.98,kWh,Combustão Direta
EM-010272,20240331,S-004,SRC-01,2,67.66,201.02,kWh,Energia Elétrica
EM-010273,20231027,S-002,SRC-04,1,56.81,19.09,kWh,Combustão Direta
EM-010274,20230131,S-004,SRC-04,1,169.34,170.45,kWh,Combustão Direta
EM-010275,20240320,S-002,SRC-02,2,63.64,390.52,kWh,Energia Elétrica
EM-010276,20230517,S-003,SRC-01,3,50.91,432.49,kWh,Cadeia de Valor / Transporte
EM-010277,20230607,S-002,SRC-02,3,49.03,136.66,kWh,Cadeia de Valor / Transporte
EM-010278,20240917,S-002,SRC-01,2,141.23,492.79,kWh,Energia Elétrica
EM-010279,20230502,S-002,SRC-01,3,59.37,205.51,kWh,Cadeia de Valor / Transporte
EM-010280,20240614,S-001,SRC-04,2,113.4,54.52,kWh,Energia Elétrica
EM-010281,20240218,S-002,SRC-01,1,109.26,391.6,kWh,Combustão Direta
EM-010282,20241219,S-002,SRC-04,3,4.58,377.06,kWh,Cadeia de Valor / Transporte
EM-010283,20230912,S-004,SRC-04,1,47.85,375.83,kWh,Combustão Direta
EM-010284,20230331,S-005,SRC-04,2,36.72,327.49,kWh,Energia Elétrica
EM-010285,20231010,S-002,SRC-01,3,47.05,214.63,kWh,Cadeia de Valor / Transporte
EM-010286,20240523,S-003,SRC-04,1,47.85,376.28,kWh,Combustão Direta
EM-010287,20240805,S-003,SRC-01,2,240.65,39.25,kWh,Energia Elétrica
EM-010288,20240308,S-002,SRC-04,2,84.46,392.18,kWh,Energia Elétrica
EM-010289,20240829,S-001,SRC-03,2,245.1,140.16,kWh,Energia Elétrica
EM-010290,20230830,S-004,SRC-03,3,96.43,243.18,kWh,Cadeia de Valor / Transporte
EM-010291,20241217,S-002,SRC-02,1,22.67,221.1,kWh,Combustão Direta
EM-010292,20230116,S-004,SRC-04,1,67.7,431.73,kWh,Combustão Direta
EM-010293,20241201,S-004,SRC-03,2,99.91,28.28,kWh,Energia Elétrica
EM-010294,20230403,S-004,SRC-04,3,130.19,470.68,kWh,Cadeia de Valor / Transporte
EM-010295,20241017,S-003,SRC-02,1,18.53,156.03,kWh,Combustão Direta
EM-010296,20230411,S-002,SRC-01,1,203.81,97.12,kWh,Combustão Direta
EM-010297,20240626,S-001,SRC-04,2,51.28,423.28,kWh,Energia Elétrica
EM-010298,20240629,S-003,SRC-02,2,209.74,379.19,kWh,Energia Elétrica
EM-010299,20230420,S-005,SRC-01,3,161.07,457.68,kWh,Cadeia de Valor / Transporte
EM-010300,20241030,S-003,SRC-02,2,56.48,237.82,kWh,Energia Elétrica
EM-010301,20240919,S-004,SRC-04,1,55.77,411.81,kWh,Combustão Direta
EM-010302,20240315,S-002,SRC-03,1,140.26,198.91,kWh,Combustão Direta
EM-010303,20230818,S-004,SRC-01,1,33.82,104.3,kWh,Combustão Direta
EM-010304,20231005,S-005,SRC-04,1,92.09,489.3,kWh,Combustão Direta
EM-010305,20231229,S-003,SRC-01,2,38.47,399.97,kWh,Energia Elétrica
EM-010306,20240710,S-003,SRC-03,1,140.4,271.35,kWh,Combustão Direta
EM-010307,20230718,S-004,SRC-01,3,68.44,40.76,kWh,Cadeia de Valor / Transporte
EM-010308,20240922,S-005,SRC-04,3,13.48,185.4,kWh,Cadeia de Valor / Transporte
EM-010309,20240129,S-005,SRC-01,2,156.78,291.8,kWh,Energia Elétrica
EM-010310,20230228,S-005,SRC-01,2,40.27,433.23,kWh,Energia Elétrica
EM-010311,20240917,S-003,SRC-04,1,49.93,295.73,kWh,Combustão Direta
EM-010312,20230516,S-001,SRC-03,2,64.04,466.56,kWh,Energia Elétrica
EM-010313,20240211,S-004,SRC-04,1,44.41,338.95,kWh,Combustão Direta
EM-010314,20240905,S-003,SRC-03,1,91.35,149.13,kWh,Combustão Direta
EM-010315,20230223,S-005,SRC-01,2,550.74,291.17,kWh,Energia Elétrica
EM-010316,20230324,S-003,SRC-01,2,58.3,102.22,kWh,Energia Elétrica
EM-010317,20230310,S-002,SRC-03,1,86.23,284.97,kWh,Combustão Direta
EM-010318,20240707,S-003,SRC-04,3,116.27,155.97,kWh,Cadeia de Valor / Transporte
EM-010319,20240201,S-002,SRC-01,1,213.68,333.96,kWh,Combustão Direta
EM-010320,20240801,S-003,SRC-01,1,31.21,435.87,kWh,Combustão Direta
EM-010321,20230714,S-001,SRC-04,1,132.56,287.38,kWh,Combustão Direta
EM-010322,20241014,S-005,SRC-03,3,24.25,369.22,kWh,Cadeia de Valor / Transporte
EM-010323,20230304,S-005,SRC-03,3,388.14,33.4,kWh,Cadeia de Valor / Transporte
EM-010324,20231012,S-002,SRC-02,1,40.93,332.94,kWh,Combustão Direta
EM-010325,20230722,S-003,SRC-01,1,57.81,330.09,kWh,Combustão Direta
EM-010326,20231213,S-005,SRC-02,3,12.95,213.5,kWh,Cadeia de Valor / Transporte
EM-010327,20241123,S-003,SRC-04,1,42.7,116.39,kWh,Combustão Direta
EM-010328,20240420,S-004,SRC-04,3,16.08,371.52,kWh,Cadeia de Valor / Transporte
EM-010329,20240804,S-002,SRC-03,3,163.06,351.64,kWh,Cadeia de Valor / Transporte
EM-010330,20230408,S-001,SRC-03,1,101.69,63.6,kWh,Combustão Direta
EM-010331,20230815,S-003,SRC-03,1,54.1,76.07,kWh,Combustão Direta
EM-010332,20240901,S-002,SRC-01,2,118.67,412.47,kWh,Energia Elétrica
EM-010333,20241222,S-002,SRC-03,1,49.87,234.45,kWh,Combustão Direta
EM-010334,20231129,S-003,SRC-02,3,18.15,100.05,kWh,Cadeia de Valor / Transporte
EM-010335,20230622,S-003,SRC-03,1,82.72,216.67,kWh,Combustão Direta
EM-010336,20230620,S-001,SRC-01,2,51.32,53.73,kWh,Energia Elétrica
EM-010337,20241205,S-005,SRC-04,2,100.82,398.56,kWh,Energia Elétrica
EM-010338,20240825,S-003,SRC-03,2,91.0,469.77,kWh,Energia Elétrica
EM-010339,20230519,S-002,SRC-03,2,74.65,292.27,kWh,Energia Elétrica
EM-010340,20240326,S-003,SRC-04,1,47.65,356.79,kWh,Combustão Direta
EM-010341,20240617,S-003,SRC-02,2,12.86,288.18,kWh,Energia Elétrica
EM-010342,20241124,S-005,SRC-03,2,92.51,384.89,kWh,Energia Elétrica
EM-010343,20230310,S-001,SRC-03,3,156.19,155.28,kWh,Cadeia de Valor / Transporte
EM-010344,20230805,S-003,SRC-01,2,42.29,240.96,kWh,Energia Elétrica
EM-010345,20240210,S-002,SRC-01,2,19.15,362.82,kWh,Energia Elétrica
EM-010346,20230912,S-005,SRC-04,2,17.29,90.72,kWh,Energia Elétrica
EM-010347,20240605,S-002,SRC-04,2,85.92,214.39,kWh,Energia Elétrica
EM-010348,20230723,S-003,SRC-01,2,55.28,41.72,kWh,Energia Elétrica
EM-010349,20231004,S-003,SRC-01,3,33.76,38.31,kWh,Cadeia de Valor / Transporte
EM-010350,20230131,S-002,SRC-03,2,137.93,354.51,kWh,Energia Elétrica
EM-010351,20240218,S-003,SRC-03,2,128.92,436.04,kWh,Energia Elétrica
EM-010352,20240129,S-005,SRC-03,1,74.44,107.61,kWh,Combustão Direta
EM-010353,20231016,S-005,SRC-03,2,139.85,237.35,kWh,Energia Elétrica
EM-010354,20240320,S-002,SRC-04,1,58.03,140.67,kWh,Combustão Direta
EM-010355,20241123,S-001,SRC-04,2,193.44,197.08,kWh,Energia Elétrica
EM-010356,20240827,S-004,SRC-01,1,69.18,346.42,kWh,Combustão Direta
EM-010357,20241013,S-001,SRC-02,1,29.9,323.32,kWh,Combustão Direta
EM-010358,20240312,S-002,SRC-03,1,65.95,92.03,kWh,Combustão Direta
EM-010359,20230412,S-004,SRC-04,1,198.72,414.95,kWh,Combustão Direta
EM-010360,20231231,S-004,SRC-01,1,67.99,149.71,kWh,Combustão Direta
EM-010361,20240109,S-002,SRC-03,1,132.97,326.33,kWh,Combustão Direta
EM-010362,20241110,S-005,SRC-03,2,194.31,436.44,kWh,Energia Elétrica
EM-010363,20240118,S-001,SRC-04,3,344.32,324.48,kWh,Cadeia de Valor / Transporte
EM-010364,20240602,S-002,SRC-02,2,51.87,101.36,kWh,Energia Elétrica
EM-010365,20230512,S-005,SRC-03,1,53.17,340.93,kWh,Combustão Direta
EM-010366,20241123,S-002,SRC-02,3,60.65,124.25,kWh,Cadeia de Valor / Transporte
EM-010367,20240724,S-005,SRC-03,2,43.65,465.37,kWh,Energia Elétrica
EM-010368,20231017,S-001,SRC-02,2,16.08,411.95,kWh,Energia Elétrica
EM-010369,20230206,S-001,SRC-02,2,14.47,93.14,kWh,Energia Elétrica
EM-010370,20230817,S-002,SRC-03,1,342.18,307.99,kWh,Combustão Direta
EM-010371,20240801,S-003,SRC-03,3,74.58,385.03,kWh,Cadeia de Valor / Transporte
EM-010372,20240318,S-002,SRC-03,2,102.99,471.69,kWh,Energia Elétrica
EM-010373,20241002,S-003,SRC-02,2,97.62,421.77,kWh,Energia Elétrica
EM-010374,20240713,S-001,SRC-02,2,56.59,401.33,kWh,Energia Elétrica
EM-010375,20230617,S-004,SRC-02,1,53.79,367.29,kWh,Combustão Direta
EM-010376,20240320,S-005,SRC-04,2,237.11,405.9,kWh,Energia Elétrica
EM-010377,20240524,S-005,SRC-01,3,54.75,107.25,kWh,Cadeia de Valor / Transporte
EM-010378,20240808,S-004,SRC-03,1,61.59,90.95,kWh,Combustão Direta
EM-010379,20240214,S-005,SRC-02,3,115.21,464.88,kWh,Cadeia de Valor / Transporte
EM-010380,20230323,S-001,SRC-03,2,7.9,149.62,kWh,Energia Elétrica
EM-010381,20230806,S-002,SRC-01,1,84.11,109.86,kWh,Combustão Direta
EM-010382,20240316,S-001,SRC-02,2,97.16,362.06,kWh,Energia Elétrica
EM-010383,20231024,S-003,SRC-03,1,157.28,474.5,kWh,Combustão Direta
EM-010384,20230225,S-004,SRC-01,2,88.17,74.86,kWh,Energia Elétrica
EM-010385,20230614,S-004,SRC-02,1,102.25,87.78,kWh,Combustão Direta
EM-010386,20230819,S-001,SRC-02,2,69.46,276.99,kWh,Energia Elétrica
EM-010387,20230915,S-003,SRC-02,3,297.75,116.91,kWh,Cadeia de Valor / Transporte
EM-010388,20240203,S-001,SRC-02,1,125.05,240.42,kWh,Combustão Direta
EM-010389,20240808,S-001,SRC-03,1,41.32,492.85,kWh,Combustão Direta
EM-010390,20241116,S-003,SRC-02,1,102.26,150.17,kWh,Combustão Direta
EM-010391,20240608,S-005,SRC-02,1,15.22,295.17,kWh,Combustão Direta
EM-010392,20230226,S-005,SRC-04,2,54.53,163.26,kWh,Energia Elétrica
EM-010393,20230429,S-004,SRC-04,1,48.33,444.42,kWh,Combustão Direta
EM-010394,20240317,S-005,SRC-02,2,135.75,257.36,kWh,Energia Elétrica
EM-010395,20230122,S-004,SRC-02,2,109.02,283.13,kWh,Energia Elétrica
EM-010396,20240212,S-005,SRC-03,2,124.83,289.38,kWh,Energia Elétrica
EM-010397,20231119,S-003,SRC-03,1,169.04,133.85,kWh,Combustão Direta
EM-010398,20230218,S-005,SRC-03,2,79.09,291.68,kWh,Energia Elétrica
EM-010399,20230406,S-002,SRC-04,3,162.26,485.72,kWh,Cadeia de Valor / Transporte
EM-010400,20240220,S-004,SRC-03,2,134.43,162.34,kWh,Energia Elétrica
EM-010401,20240315,S-004,SRC-02,1,97.63,272.32,kWh,Combustão Direta
EM-010402,20240509,S-002,SRC-02,1,25.48,445.64,kWh,Combustão Direta
EM-010403,20240624,S-003,SRC-04,1,199.82,238.03,kWh,Combustão Direta
EM-010404,20240816,S-004,SRC-03,2,115.84,319.19,kWh,Energia Elétrica
EM-010405,20240823,S-003,SRC-02,3,71.11,48.64,kWh,Cadeia de Valor / Transporte
EM-010406,20230110,S-001,SRC-04,1,65.38,482.52,kWh,Combustão Direta
EM-010407,20240322,S-001,SRC-03,1,206.46,359.23,kWh,Combustão Direta
EM-010408,20240518,S-003,SRC-02,2,83.13,198.11,kWh,Energia Elétrica
EM-010409,20230217,S-005,SRC-02,2,266.28,325.84,kWh,Energia Elétrica
EM-010410,20240922,S-003,SRC-04,3,8.47,181.02,kWh,Cadeia de Valor / Transporte
EM-010411,20230503,S-005,SRC-02,3,149.17,79.94,kWh,Cadeia de Valor / Transporte
EM-010412,20240413,S-005,SRC-04,2,57.11,146.15,kWh,Energia Elétrica
EM-010413,20230206,S-002,SRC-02,1,60.0,354.2,kWh,Combustão Direta
EM-010414,20230131,S-001,SRC-01,2,6.92,239.34,kWh,Energia Elétrica
EM-010415,20240530,S-003,SRC-03,1,50.57,331.36,kWh,Combustão Direta
EM-010416,20240508,S-005,SRC-01,1,91.91,295.23,kWh,Combustão Direta
EM-010417,20230708,S-002,SRC-01,2,172.31,109.28,kWh,Energia Elétrica
EM-010418,20240908,S-004,SRC-01,1,45.21,158.75,kWh,Combustão Direta
EM-010419,20240426,S-002,SRC-01,2,50.77,199.03,kWh,Energia Elétrica
EM-010420,20230108,S-001,SRC-04,1,50.05,494.25,kWh,Combustão Direta
EM-010421,20241105,S-005,SRC-03,3,151.91,257.71,kWh,Cadeia de Valor / Transporte
EM-010422,20240410,S-005,SRC-02,2,44.26,216.7,kWh,Energia Elétrica
EM-010423,20240726,S-001,SRC-03,1,70.88,87.01,kWh,Combustão Direta
EM-010424,20240608,S-004,SRC-03,2,108.12,440.26,kWh,Energia Elétrica
EM-010425,20240407,S-003,SRC-03,1,51.19,104.65,kWh,Combustão Direta
EM-010426,20230327,S-005,SRC-03,2,21.74,381.99,kWh,Energia Elétrica
EM-010427,20240724,S-001,SRC-01,2,142.92,225.89,kWh,Energia Elétrica
EM-010428,20230121,S-002,SRC-04,2,109.24,316.93,kWh,Energia Elétrica
EM-010429,20241124,S-004,SRC-01,2,142.68,461.06,kWh,Energia Elétrica
EM-010430,20240703,S-003,SRC-01,2,119.45,387.14,kWh,Energia Elétrica
EM-010431,20231017,S-001,SRC-03,2,176.6,272.7,kWh,Energia Elétrica
EM-010432,20241026,S-004,SRC-04,1,37.12,471.84,kWh,Combustão Direta
EM-010433,20230316,S-005,SRC-04,2,107.22,153.23,kWh,Energia Elétrica
EM-010434,20230925,S-003,SRC-01,1,164.88,169.97,kWh,Combustão Direta
EM-010435,20231212,S-001,SRC-04,1,21.69,243.7,kWh,Combustão Direta
EM-010436,20241016,S-003,SRC-01,3,20.74,241.16,kWh,Cadeia de Valor / Transporte
EM-010437,20230912,S-005,SRC-02,2,97.68,483.57,kWh,Energia Elétrica
EM-010438,20231019,S-004,SRC-03,1,254.77,348.21,kWh,Combustão Direta
EM-010439,20231108,S-005,SRC-04,2,123.39,340.71,kWh,Energia Elétrica
EM-010440,20230226,S-002,SRC-01,2,36.67,37.83,kWh,Energia Elétrica
EM-010441,20240123,S-004,SRC-01,2,68.04,214.77,kWh,Energia Elétrica
EM-010442,20241129,S-002,SRC-03,2,66.82,421.69,kWh,Energia Elétrica
EM-010443,20230221,S-002,SRC-02,2,161.64,324.47,kWh,Energia Elétrica
EM-010444,20240625,S-003,SRC-04,1,45.04,393.13,kWh,Combustão Direta
EM-010445,20240902,S-004,SRC-01,1,356.13,309.97,kWh,Combustão Direta
EM-010446,20240615,S-002,SRC-01,1,77.83,117.36,kWh,Combustão Direta
EM-010447,20230129,S-004,SRC-02,2,40.43,33.42,kWh,Energia Elétrica
EM-010448,20230415,S-004,SRC-03,3,47.48,391.28,kWh,Cadeia de Valor / Transporte
EM-010449,20240807,S-005,SRC-02,1,38.9,186.43,kWh,Combustão Direta
EM-010450,20240927,S-002,SRC-02,2,58.2,176.39,kWh,Energia Elétrica
EM-010451,20230512,S-004,SRC-02,3,52.85,474.74,kWh,Cadeia de Valor / Transporte
EM-010452,20240329,S-003,SRC-02,1,74.59,322.16,kWh,Combustão Direta
EM-010453,20230216,S-001,SRC-03,3,58.68,341.86,kWh,Cadeia de Valor / Transporte
EM-010454,20240901,S-002,SRC-04,1,69.56,167.5,kWh,Combustão Direta
EM-010455,20230518,S-001,SRC-02,3,81.25,15.49,kWh,Cadeia de Valor / Transporte
EM-010456,20231202,S-005,SRC-03,1,145.24,24.15,kWh,Combustão Direta
EM-010457,20230525,S-003,SRC-01,1,17.99,386.31,kWh,Combustão Direta
EM-010458,20230506,S-004,SRC-03,1,58.4,23.17,kWh,Combustão Direta
EM-010459,20240517,S-004,SRC-04,2,51.0,222.71,kWh,Energia Elétrica
EM-010460,20231029,S-001,SRC-04,2,260.6,13.03,kWh,Energia Elétrica
EM-010461,20230929,S-005,SRC-03,2,53.9,186.95,kWh,Energia Elétrica
EM-010462,20240523,S-001,SRC-03,1,166.19,220.01,kWh,Combustão Direta
EM-010463,20230720,S-005,SRC-02,1,73.63,408.4,kWh,Combustão Direta
EM-010464,20241120,S-003,SRC-02,3,199.6,200.1,kWh,Cadeia de Valor / Transporte
EM-010465,20230904,S-004,SRC-02,1,17.91,386.61,kWh,Combustão Direta
EM-010466,20231023,S-003,SRC-04,2,191.38,442.84,kWh,Energia Elétrica
EM-010467,20230317,S-005,SRC-04,2,87.22,77.04,kWh,Energia Elétrica
EM-010468,20240731,S-005,SRC-03,3,65.91,391.74,kWh,Cadeia de Valor / Transporte
EM-010469,20241231,S-002,SRC-03,1,67.69,405.73,kWh,Combustão Direta
EM-010470,20230113,S-003,SRC-01,2,17.54,46.99,kWh,Energia Elétrica
EM-010471,20240808,S-004,SRC-04,1,75.6,158.95,kWh,Combustão Direta
EM-010472,20230717,S-005,SRC-03,3,273.28,425.74,kWh,Cadeia de Valor / Transporte
EM-010473,20230104,S-001,SRC-04,2,165.97,341.76,kWh,Energia Elétrica
EM-010474,20230218,S-002,SRC-01,3,61.85,179.84,kWh,Cadeia de Valor / Transporte
EM-010475,20230223,S-005,SRC-04,2,5.36,443.03,kWh,Energia Elétrica
EM-010476,20230619,S-003,SRC-04,1,149.83,149.27,kWh,Combustão Direta
EM-010477,20240229,S-004,SRC-04,2,41.96,125.31,kWh,Energia Elétrica
